Year,Plot,Depth,CH4mM,CO2mM,corrCO2CH4,Sample,Name,Warming,Warming_simple,CO2,AvgTemp10cm,AvgTemp20cm,AvgTemp30cm,AvgTemp40cm,AvgTemp50cm,AvgTemp100cm,AvgTemp200cm,AvgWT_Elevation,AvgWTE_normalized,AvgMoisture0cm,AvgMoisture20cm,Warming_Treatment,CO2_Treatment,Warming_Treatment.ord,WT_drawdown,Temp_avg_top,SoilWater_avg_top,WT_drawdown_cm,NOSC,CO2_CH4_ratio
2020,4,25,0.795964837,3.63155383,1.32,P4_2020,P4-2_2020,4.5 ºC,4.5,elevated,16.0629524099037,15.0478407401197,14.0834651939928,13.1846674921522,12.3821364586156,10.148937620201,8.19535129951445,412.357002456794,-0.0164627111788618,0.606136797880482,0.837235623309885,+ 4.5 ºC,Elevated,4.5 ºC,0.0164627111788618,23.58687277996355,1.0247546095354243,1.6462711178861795,-0.04970502522795334,4.562455100010907
2020,6,25,0.2794916015,1.834301945,2.2199999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.562994863371592
2020,8,25,0.746743221,2.664081741,1.31,P8_2020,P8-2_2020,6.75 ºC,6.75,ambient,17.0742180184621,16.1022609165537,14.9363884330397,14.9328404831188,14.0004050120822,12.1368930953591,10.3714465089205,412.358929623984,-0.00922022355284553,0.39883188503399303,0.822957246697155,+ 6.75 ºC,Ambient,6.75 ºC,0.00922022355284553,25.12534847673895,0.8103105083825706,0.9220223552845528,-0.04878331308133235,3.567600837986047
2020,10,25,0.04,1.255,15.395,P10_2020,P10-2_2020,9 ºC,9,elevated,18.3204389804088,17.1194515285682,16.3053884889341,15.6565772502823,15.2537943354788,13.7882207042118,12.5418502676152,412.187903998645,-0.100345362747967,0.21682046932172,0.7778235437727,+ 9 ºC,Elevated,9 ºC,0.100345362747967,26.880164744692895,0.60573224120807,10.0345362747967,-0.04762304092722082,31.374999999999996
2020,16,25,0.687946895,3.395612276,1.31,P16_2020,P16-2_2020,6.75 ºC,6.75,elevated,17.7953641126737,16.4548200652886,15.6487102376596,14.9748302887157,14.2401526460242,12.1990648303698,10.4419368429346,412.463495899695,0.024715448203252,0.342613320180326,0.73263142679593,+ 6.75 ºC,Elevated,6.75 ºC,-0.024715448203252,26.022774145318,0.708929033578291,-2.4715448203252,-0.049371411339765754,4.935863946300681
2020,17,25,0.954557697,5.936682124500001,1.085,P17_2020,P17-2_2020,9 ºC,9,ambient,18.2084804249661,17.2135907148261,16.5388042795845,16.0116089667457,15.5143696872177,13.9488700580397,12.4801389600271,412.47465821477,-0.0199959518617886,0.487902184319823,0.889429199988055,+ 9 ºC,Ambient,9 ºC,0.0199959518617886,26.815275782379153,0.9326167843138504,1.99959518617886,-0.048447577460570726,6.219301508078459
2020,19,25,0.557746505,4.435913366,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.953278642239094
2020,21,25,0.5937405015,4.462927237000001,1.2349999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.516629277815909
2021,6,25,0.08948936225,1.2228362075,2.1425,P6_2021,P6-2_2021,0 ºC,0,ambient,11.9792988389913,9.83060237604345,8.35396673889078,7.28807091167447,6.53147058284914,4.85891671616271,3.65386261679472,412.194862745763,-0.159943663634146,0.548902103147837,0.902068095674682,+ 0 ºC,Ambient,0 ºC,0.159943663634146,16.894600027013023,0.999936150985178,15.9943663634146,-0.04932582076161563,13.664598526066714
2021,11,25,0.103528605,0.878817309,1.64,P11_2021,P11-2_2021,2.25 ºC,2.25,elevated,13.9013554727211,12.3302948153168,11.2509544787078,10.448825256975,9.64595542173105,7.40468590447247,6.22722805828533,412.240137024991,-0.186806139691057,0.547798550071703,0.86707043186006,+ 2.25 ºC,Elevated,2.25 ºC,0.186806139691057,20.0665028803795,0.9813337660017328,18.6806139691057,-0.048933682141324104,8.488642428824381
2021,19,25,0.30782113,2.7740091916666665,2.8766666666666665,P19_2021,P19-2_2021,0 ºC,0,elevated,13.9003840506043,12.5091776798825,11.3854907940811,10.2800971422117,9.23720772619451,6.43519710832486,5.1004913588614,412.28572879661,-0.149471744373984,0.536680393968751,0.883406123025921,+ 0 ºC,Elevated,0 ºC,0.149471744373984,20.15497289054555,0.9783834554817116,14.9471744373984,-0.04752042871918903,9.011756898126736
2021,21,25,0.3475373005,4.003988187,2.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.521031501480516
2022,4,25,0.6,3.3,2.5,P4_2022,P4-2_2022,4.5 ºC,4.5,elevated,15.0824746874732,13.982928567102,12.9558464327391,12.0081850948783,11.2633478368421,9.05303413774759,7.88756714244482,412.36880465274203,0.0478333619186992,0.605195138647425,0.882053849496321,+ 4.5 ºC,Elevated,4.5 ºC,-0.0478333619186992,22.0739389710242,1.0462220633955854,-4.78333619186992,-0.04895292267007399,5.5
2022,6,25,0.2,1.55,4.4,P6_2022,P6-2_2022,0 ºC,0,ambient,9.53766785287088,7.26248335829403,5.82055268769229,4.81866387856261,4.18719781671378,3.35129142719149,3.21532588434566,412.32978389888,-0.0171317343658537,0.578792180121027,0.91364824505712,+ 0 ºC,Ambient,0 ºC,0.0171317343658537,13.168909532017896,1.0356163026495868,1.71317343658537,-0.04843635253483437,7.75
2022,8,25,0.45,3.3,2.5,P8_2022,P8-2_2022,6.75 ºC,6.75,ambient,16.1520056470788,15.1625707223732,14.021704501019,13.9348382338089,13.0228100490263,11.315170848562,10.12515505899,412.256399796196,0.0448960087317073,0.454217711922554,0.909781902338089,+ 6.75 ºC,Ambient,6.75 ºC,-0.0448960087317073,23.733291008265397,0.9091086630915984,-4.48960087317073,-0.04781052904761666,7.333333333333333
2022,10,25,0.35,5.050000000000001,7.4,P10_2022,P10-2_2022,9 ºC,9,elevated,17.5166994519285,16.4952163326547,15.7697708613279,15.1563277206198,14.7527931590883,13.3132131329035,12.3080433876258,412.410549091835,-0.0907134220406504,0.444053273866079,0.872676418549938,+ 9 ºC,Elevated,9 ºC,0.0907134220406504,25.76430761825585,0.880391483141048,9.07134220406504,-0.04924621786734512,14.428571428571432
2022,11,25,0.55,2.5,2.9000000000000004,P11_2022,P11-2_2022,2.25 ºC,2.25,elevated,12.6191875877009,11.1186474517759,9.98143228862325,9.12513657306831,8.33447137396299,6.30009452443738,5.85192203245426,412.305154604145,-0.0029935203902439,0.648505665551215,0.894966990651718,+ 2.25 ºC,Elevated,2.25 ºC,0.0029935203902439,18.17851131358885,1.095989160877074,0.29935203902439,-0.048153742892611866,4.545454545454545
2022,13,25,0.1,1.2,4.5,P13_2022,P13-2_2022,4.5 ºC,4.5,ambient,13.8905711475857,12.5821199633647,11.6158401455491,10.8177319595238,10.2194612936489,8.61688054100215,7.88767575353467,412.407357513135,-0.0125058288872881,0.530792935482411,0.937055808811877,+ 4.5 ºC,Ambient,4.5 ºC,0.0125058288872881,20.181631129268048,0.9993208398883496,1.2505828887288102,-0.048087793469424045,11.999999999999998
2022,16,25,0.3,3.45,4.95,P16_2022,P16-2_2022,6.75 ºC,6.75,elevated,16.4308571793039,15.1297444542162,14.3792181367289,13.7616554682513,13.072859847708,11.1859919827957,10.1832951631579,412.568555391408,0.0347599380325203,0.504291754731183,0.865120877362762,+ 6.75 ºC,Elevated,6.75 ºC,-0.0347599380325203,23.995729406412,0.936852193412564,-3.47599380325203,-0.048630006960988265,11.500000000000002
2022,17,25,0.9,4.6,2.6,P17_2022,P17-2_2022,9 ºC,9,ambient,16.7153345677419,15.5971498567063,14.8774392367289,14.3385519902094,13.8598926833616,12.7046050290323,12.2091323463497,412.459537928693,-0.00530931957723577,0.377512554168081,0.88326874959253,+ 9 ºC,Ambient,9 ºC,0.00530931957723577,24.51390949609505,0.819146928964346,0.530931957723577,-0.048544237749034276,5.111111111111111
